run,device,device_name,sm,sm_count,cell,axis,points,voxel_m,pool_blocks,blocks,load_factor,batch,scratch_slots,arm,stage,p50_ms,p95_ms,p99_ms,min_ms,mean_ms,n,gpu_state
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,2.151284,2.154596,2.154600,2.145948,2.150910,30,"2790, 13801, 50, 83.14"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,1.144072,1.147464,1.147696,1.140284,1.143949,30,"2790, 13801, 50, 83.14"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.167732,0.168068,0.168156,0.166560,0.167467,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,1.542636,1.550388,1.550828,1.535204,1.543039,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.186116,0.188632,0.189396,0.184588,0.186212,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,1.549208,1.554088,1.558648,1.541040,1.548918,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,3.852824,3.856332,3.858768,3.845668,3.852621,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,1.856188,1.858964,1.860260,1.850752,1.855575,30,"2790, 13801, 52, 87.43"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,allocate,0.044908,0.045136,0.045596,0.043440,0.044608,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,update,0.413816,0.418276,0.418676,0.410604,0.414061,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,allocate,0.057632,0.058808,0.059312,0.056596,0.057684,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,update,0.439436,0.445560,0.445852,0.432760,0.439307,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,allocate,0.968964,0.970536,0.970680,0.966732,0.968736,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,update,0.508472,0.511156,0.511496,0.504848,0.508340,30,"2790, 13801, 50, 76.91"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,allocate,0.061712,0.062112,0.062120,0.060884,0.061658,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,update,0.522976,0.525048,0.525688,0.521068,0.523297,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,allocate,0.069344,0.069912,0.070120,0.068912,0.069392,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,update,0.532516,0.535188,0.535332,0.530188,0.532687,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,allocate,0.968272,0.969820,0.970832,0.965976,0.968008,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,update,0.652308,0.654912,0.655404,0.649296,0.652112,30,"2790, 13801, 49, 72.56"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A3-cuda,allocate,0.087944,0.088856,0.088984,0.086344,0.087859,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A3-cuda,update,1.178824,1.184504,1.184512,1.172424,1.178706,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A4-rust,allocate,0.089600,0.090176,0.090256,0.088944,0.089623,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A4-rust,update,1.156200,1.159168,1.160288,1.151104,1.156095,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A5-triton,allocate,0.982440,0.984912,0.984920,0.979976,0.982350,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,r-2.0,extent,320000,0.010000,131072,18160,0.069275,4,65536,A5-triton,update,1.699128,1.704784,1.705360,1.693528,1.699415,30,"2790, 13801, 49, 70.20"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,allocate,0.050588,0.051048,0.051092,0.049944,0.050554,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,update,0.459764,0.461544,0.463076,0.456680,0.459437,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,allocate,0.059148,0.059572,0.059652,0.058580,0.059146,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,update,0.477360,0.481420,0.481944,0.472976,0.477643,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,allocate,0.965092,0.966464,0.968176,0.962876,0.965113,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,update,0.563268,0.566340,0.566836,0.559900,0.563098,30,"2790, 13801, 51, 71.66"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,allocate,0.053068,0.053372,0.053496,0.052720,0.053089,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,update,0.619888,0.622976,0.624092,0.617856,0.620330,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,allocate,0.058568,0.059160,0.059184,0.058056,0.058577,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,update,0.627752,0.630564,0.631344,0.624676,0.627754,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,allocate,0.965356,0.967320,0.967596,0.963472,0.965507,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,update,0.699712,0.703772,0.703856,0.695856,0.700010,30,"2790, 13801, 52, 76.78"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,allocate,0.070952,0.071476,0.071508,0.070744,0.071011,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,update,0.833140,0.836084,0.836324,0.830452,0.833577,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,allocate,0.080692,0.080980,0.081064,0.079888,0.080648,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,update,0.834716,0.837048,0.837168,0.832944,0.834852,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,allocate,1.225428,1.227412,1.227640,1.223012,1.225545,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,update,1.108804,1.111612,1.113464,1.104884,1.108666,30,"2790, 13801, 51, 75.84"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,allocate,0.051456,0.051676,0.051728,0.051276,0.051477,30,"2782, 13801, 55, 92.60"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,update,0.711508,0.713588,0.714824,0.708468,0.711104,30,"2782, 13801, 55, 92.60"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,allocate,0.057860,0.058084,0.058180,0.057668,0.057906,30,"2782, 13801, 55, 92.60"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,update,0.710196,0.712500,0.713020,0.705840,0.710127,30,"2782, 13801, 55, 92.60"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,allocate,1.222244,1.224556,1.224912,1.219476,1.222200,30,"2782, 13801, 55, 92.60"
2,1,"NVIDIA GeForce RTX 5060",120,30,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,update,1.006324,1.011376,1.011392,1.001968,1.006266,30,"2782, 13801, 55, 92.60"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.028068,0.028428,0.028512,0.027632,0.028015,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.250028,0.251320,0.251700,0.246724,0.249762,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.036960,0.037512,0.038012,0.036204,0.036958,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.270348,0.273900,0.276276,0.265988,0.270478,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.500456,0.502732,0.506088,0.497016,0.500373,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.327312,0.328972,0.329728,0.323084,0.327166,30,"2827, 13801, 48, 65.08"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,allocate,0.004984,0.005104,0.005168,0.004792,0.004977,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A3-cuda,update,0.034604,0.034892,0.035496,0.033852,0.034534,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,allocate,0.016584,0.017076,0.017120,0.016304,0.016609,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A4-rust,update,0.040884,0.041776,0.042160,0.040276,0.040958,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,allocate,0.085720,0.086300,0.086508,0.085204,0.085744,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-20k,points,20000,0.010000,16384,1104,0.033691,8,65536,A5-triton,update,0.088192,0.089064,0.089132,0.087448,0.088149,30,"2827, 13801, 46, 146.51"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.010516,0.011428,0.011472,0.010128,0.010628,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.069820,0.070688,0.071096,0.068784,0.069724,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.017788,0.018256,0.018416,0.017044,0.017751,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.081872,0.083436,0.083964,0.079700,0.081858,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.149136,0.149800,0.149840,0.148756,0.149216,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-80k,points,80000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.118404,0.119688,0.119792,0.117136,0.118410,30,"2827, 13801, 47, 153.73"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.051756,0.052704,0.052880,0.050996,0.051830,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.542476,0.545548,0.546812,0.539404,0.542551,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.063112,0.064176,0.064200,0.062428,0.063147,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.563572,0.567940,0.569008,0.559740,0.564202,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,1.127136,1.132876,1.133624,1.118196,1.126378,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-720k,points,720000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,0.640248,0.643920,0.644188,0.637276,0.640206,30,"2827, 13801, 50, 170.40"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.078800,0.080404,0.081236,0.078444,0.079148,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.897296,0.902024,0.903564,0.888584,0.897160,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.095092,0.096712,0.096772,0.094076,0.095127,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.930348,0.938244,0.938796,0.923868,0.930473,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,1.943420,1.947496,1.948084,1.939644,1.943570,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,pts-1280k,points,1280000,0.010000,16384,1160,0.035400,8,65536,A5-triton,update,1.042132,1.048252,1.048444,1.035632,1.041952,30,"2827, 13801, 51, 172.64"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,allocate,0.023524,0.024728,0.024824,0.023136,0.023679,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A3-cuda,update,0.241564,0.244924,0.245176,0.238400,0.241550,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,allocate,0.034968,0.035768,0.035800,0.034196,0.035040,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A4-rust,update,0.270132,0.274100,0.277032,0.265200,0.270109,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,allocate,0.501104,0.502984,0.503716,0.497352,0.500931,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-0.25,extent,320000,0.010000,16384,280,0.008545,8,65536,A5-triton,update,0.307500,0.309932,0.311980,0.303504,0.307214,30,"2827, 13801, 50, 163.23"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,allocate,0.032412,0.032576,0.032640,0.032044,0.032406,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A3-cuda,update,0.277148,0.279996,0.279996,0.275256,0.277753,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,allocate,0.041412,0.042236,0.042464,0.040628,0.041477,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A4-rust,update,0.290544,0.292624,0.293320,0.287720,0.290353,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,allocate,0.502648,0.505216,0.505260,0.500200,0.502529,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-1.0,extent,320000,0.010000,65536,4752,0.036255,8,65536,A5-triton,update,0.347120,0.349808,0.350328,0.342988,0.347163,30,"2827, 13801, 50, 174.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A3-cuda,allocate,0.044672,0.045356,0.045360,0.044220,0.044658,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A3-cuda,update,0.620724,0.621284,0.622312,0.616836,0.619931,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A4-rust,allocate,0.051728,0.052436,0.052488,0.050944,0.051777,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A4-rust,update,0.595452,0.597836,0.598128,0.593760,0.595600,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A5-triton,allocate,0.508408,0.511200,0.511912,0.504620,0.508142,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,r-2.0,extent,320000,0.010000,131072,18160,0.069275,8,65536,A5-triton,update,0.773844,0.777336,0.777572,0.770296,0.773790,30,"2827, 13801, 50, 171.20"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,allocate,0.028420,0.029400,0.029448,0.027736,0.028558,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,update,0.253816,0.255804,0.258348,0.252196,0.253994,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,allocate,0.042528,0.043484,0.044256,0.041820,0.042568,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,update,0.274476,0.278320,0.278324,0.270900,0.274563,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,allocate,0.505572,0.507832,0.508552,0.502600,0.505644,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,update,0.332244,0.334700,0.334724,0.328828,0.332063,30,"2827, 13801, 51, 163.50"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,allocate,0.029364,0.029716,0.029808,0.028044,0.029233,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,update,0.333940,0.337120,0.338192,0.329460,0.334049,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,allocate,0.035372,0.035836,0.036064,0.034676,0.035410,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,update,0.343348,0.345904,0.347916,0.341036,0.343441,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,allocate,0.501908,0.503744,0.504256,0.499644,0.501730,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,update,0.374776,0.375928,0.377344,0.371676,0.374480,30,"2827, 13801, 51, 159.97"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,allocate,0.037332,0.037756,0.037776,0.036968,0.037359,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,update,0.435212,0.438412,0.438672,0.433800,0.435768,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,allocate,0.045792,0.046148,0.046200,0.045492,0.045822,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,update,0.440572,0.443136,0.443864,0.438772,0.440811,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,allocate,0.663620,0.666972,0.669184,0.660064,0.663852,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,update,0.551536,0.552560,0.552564,0.548944,0.551245,30,"2827, 13801, 51, 177.71"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,allocate,0.023188,0.023880,0.023976,0.022960,0.023231,30,"2820, 13801, 53, 195.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,update,0.364604,0.366496,0.367528,0.362916,0.364797,30,"2820, 13801, 53, 195.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,allocate,0.028796,0.028908,0.028992,0.028004,0.028725,30,"2820, 13801, 53, 195.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,update,0.367580,0.368660,0.369392,0.365692,0.367409,30,"2820, 13801, 53, 195.91"
3,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,allocate,0.662620,0.665188,0.665384,0.658292,0.662737,30,"2820, 13801, 53, 195.91"
